index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),WEALTHDECILE (CODE),WEALTHDECILE (DISPLAY),WEALTHDECILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
5418,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201135,35 yobe,,,,,No data,,,,,,Not available.
5419,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201136,36 zamfara,,,,,No data,,,,,,Not available.
5420,carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201113,13 ekiti,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
5421,carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201114,14 enugu,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
5422,carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201115,15 gombe,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
5423,carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201116,16 imo,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
5424,carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201129,29 osun,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
5425,carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201130,30 oyo,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
5426,carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201131,31 plateau,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
5427,carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201132,32 rivers,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 25 cases.
5428,cpmowho,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201105,05 bauchi,,,,,2.7 [1.2-6.1],2.67258,1.15174,6.07816,,,
5429,cpmowho,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201106,06 bayelsa,,,,,5.9 [3.7-9.1],5.85238,3.71681,9.09902,,,
5430,cpmowho,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201107,07 benue,,,,,8.5 [5.8-12.2],8.48612,5.84075,12.17472,,,
5431,cpmowho,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201108,08 borno,,,,,3.1 [1.4-6.9],3.12445,1.38026,6.91807,,,
5432,cpmowho,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201109,09 cross river,,,,,13.7 [9.7-19.1],13.71865,9.66314,19.11604,,,
5433,cpmowho,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201122,22 kogi,,,,,9.9 [6.5-14.8],9.94430,6.5478,14.8232,,,
5434,cpmowho,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201123,23 kwara,,,,,21.1 [16.5-26.6],21.10431,16.51149,26.56812,,,
5435,cpmowho,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201124,24 lagos,,,,,19.0 [13.9-25.4],19.01017,13.89761,25.44762,,,
5436,cpmowho,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201125,25 nasarawa,,,,,11.6 [8.4-15.8],11.57293,8.36045,15.80688,,,
5437,cpmt,Contraceptive prevalence - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201102,02 adamawa,,,,,5.5 [3.5-8.5],5.47698,3.48083,8.51685,,,
5438,cpmt,Contraceptive prevalence - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201103,03 akwa ibom,,,,,26.1 [15.5-40.5],26.09174,15.46481,40.52082,,,
5439,cpmt,Contraceptive prevalence - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201104,04 anambra,,,,,50.5 [46.5-54.6],50.54152,46.45293,54.62288,,,
5440,cpmt,Contraceptive prevalence - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201105,05 bauchi,,,,,4.8 [2.5-8.9],4.75174,2.4715,8.94286,,,
5441,cpmt,Contraceptive prevalence - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201119,19 kano,,,,,0.7 [0.3-1.8],0.69517,0.26118,1.83703,,,
5442,cpmt,Contraceptive prevalence - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201120,20 katsina,,,,,3.7 [2.3-6.1],3.74241,2.29026,6.0582,,,
5443,cpmt,Contraceptive prevalence - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201121,21 kebbi,,,,,4.1 [2.6-6.2],4.05279,2.61025,6.24144,,,
5444,cpmt,Contraceptive prevalence - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201122,22 kogi,,,,,11.9 [8.3-16.9],11.91810,8.25213,16.91246,,,
5445,cpmt,Contraceptive prevalence - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201135,35 yobe,,,,,5.1 [3.6-7.1],5.11464,3.63895,7.14438,,,
5446,cpmt,Contraceptive prevalence - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201136,36 zamfara,,,,,4.8 [2.7-8.3],4.79380,2.70792,8.34855,,,
5447,cpmt,Contraceptive prevalence - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201137,37 fct (abuja),,,,,38.8 [30.6-47.7],38.76881,30.55022,47.68044,,,
5448,csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201101,01 abia,,,,,8.5 [4.2-16.3],8.49557,4.22896,16.3327,,,
5449,csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201115,15 gombe,,,,,4.2 [2.0-8.3],4.15868,2.03082,8.32657,,,
5450,csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201116,16 imo,,,,,10.8 [6.2-18.2],10.77405,6.15436,18.18931,,,
5451,csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201117,17 jigawa,,,,,1.0 [0.3-2.9],1.01253,0.34997,2.89304,,,
5452,csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201118,18 kaduna,,,,,1.2 [0.5-2.9],1.15954,0.45868,2.90008,,,
5453,csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201132,32 rivers,,,,,4.6 [1.7-11.8],4.55798,1.66927,11.84356,,,
5454,csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201133,33 sokoto,,,,,0.4 [0.0-2.6],0.35652,0.04776,2.60927,,,
5455,csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201134,34 taraba,,,,,1.8 [0.8-4.0],1.78552,0.78341,4.01756,,,
5456,csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201135,35 yobe,,,,,0.2 [0.0-1.1],0.15093,0.02072,1.0902,,,
5457,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201111,11 ebonyi,,,,,No data,,,,,,Not available.
5458,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201112,12 edo,,,,,No data,,,,,,Not available.
5459,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201113,13 ekiti,,,,,No data,,,,,,Not available.
5460,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201114,14 enugu,,,,,No data,,,,,,Not available.
5461,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201115,15 gombe,,,,,No data,,,,,,Not available.
5462,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201128,28 ondo,,,,,No data,,,,,,Not available.
5463,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201129,29 osun,,,,,No data,,,,,,Not available.
5464,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201130,30 oyo,,,,,No data,,,,,,Not available.
5465,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201131,31 plateau,,,,,No data,,,,,,Not available.
5466,fps,Demand for family planning satisfied - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201108,08 borno,,,,,14.3 [6.2-29.6],14.28115,6.19849,29.57977,,,
5467,fps,Demand for family planning satisfied - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201109,09 cross river,,,,,38.0 [30.5-46.2],38.02805,30.45505,46.23231,,,
5468,fps,Demand for family planning satisfied - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201110,10 delta,,,,,39.6 [29.4-50.8],39.62202,29.43804,50.79305,,,
5469,fps,Demand for family planning satisfied - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201111,11 ebonyi,,,,,89.5 [84.5-93.0],89.45603,84.49109,92.96389,,,
5470,fps,Demand for family planning satisfied - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201125,25 nasarawa,,,,,38.5 [30.4-47.2],38.45335,30.42494,47.16415,,,
5471,fps,Demand for family planning satisfied - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201126,26 niger,,,,,36.4 [27.4-46.5],36.43149,27.42231,46.504,,,
5472,fps,Demand for family planning satisfied - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201127,27 ogun,,,,,58.9 [51.5-65.8],58.85066,51.54507,65.7859,,,
5473,fps,Demand for family planning satisfied - modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201128,28 ondo,,,,,58.7 [52.8-64.3],58.65470,52.82409,64.25237,,,
5474,fpsmowho,Demand for family planning satisfied - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201104,04 anambra,,,,,37.0 [29.9-44.6],36.95424,29.93585,44.57132,,,
5475,fpsmowho,Demand for family planning satisfied - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201105,05 bauchi,,,,,13.9 [7.3-25.0],13.92858,7.29375,24.97303,,,
5476,fpsmowho,Demand for family planning satisfied - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201106,06 bayelsa,,,,,11.7 [7.6-17.5],11.67914,7.6315,17.46762,,,
5477,fpsmowho,Demand for family planning satisfied - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201107,07 benue,,,,,25.4 [19.2-32.8],25.40319,19.17835,32.82781,,,
5478,fpsmowho,Demand for family planning satisfied - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,NGAMICS201121,21 kebbi,,,,,14.3 [8.5-22.9],14.28774,8.54203,22.92931,,,
